"","Date","Cancer group","Demographic","Statistic","Statistic2019WdAdj","nDiff","propChange","Breakdown"
"49",Jan 2019,"Head and Neck","TWW",424,424,0,0,"Route to Diagnosis"
"50",Jan 2019,"Hodgkin lymphoma","Emergency presentation",27,27,0,0,"Route to Diagnosis"
"51",Jan 2019,"Hodgkin lymphoma","GP referral",36,36,0,0,"Route to Diagnosis"
"52",Jan 2019,"Hodgkin lymphoma","Other",24,24,0,0,"Route to Diagnosis"
"53",Jan 2019,"Hodgkin lymphoma","TWW",65,65,0,0,"Route to Diagnosis"
"54",Jan 2019,"Kidney","Emergency presentation",188,188,0,0,"Route to Diagnosis"
"55",Jan 2019,"Kidney","GP referral",269,269,0,0,"Route to Diagnosis"
"56",Jan 2019,"Kidney","Other",143,143,0,0,"Route to Diagnosis"
"57",Jan 2019,"Kidney","TWW",226,226,0,0,"Route to Diagnosis"
"58",Jan 2019,"Lip, oral cavity and pharynx","Emergency presentation",48,48,0,0,"Route to Diagnosis"
"59",Jan 2019,"Lip, oral cavity and pharynx","GP referral",104,104,0,0,"Route to Diagnosis"
"60",Jan 2019,"Lip, oral cavity and pharynx","Other",136,136,0,0,"Route to Diagnosis"
"61",Jan 2019,"Lip, oral cavity and pharynx","TWW",341,341,0,0,"Route to Diagnosis"
"62",Jan 2019,"Liver","Emergency presentation",165,165,0,0,"Route to Diagnosis"
"63",Jan 2019,"Liver","GP referral",82,82,0,0,"Route to Diagnosis"
"64",Jan 2019,"Liver","Other",102,102,0,0,"Route to Diagnosis"
"65",Jan 2019,"Liver","TWW",84,84,0,0,"Route to Diagnosis"
"66",Jan 2019,"Lung","Emergency presentation",1134,1134,0,0,"Route to Diagnosis"
"67",Jan 2019,"Lung","GP referral",758,758,0,0,"Route to Diagnosis"
"68",Jan 2019,"Lung","Other",634,634,0,0,"Route to Diagnosis"
"69",Jan 2019,"Lung","TWW",835,835,0,0,"Route to Diagnosis"
"70",Jan 2019,"Lymphoid leukaemia","Emergency presentation",68,68,0,0,"Route to Diagnosis"
"71",Jan 2019,"Lymphoid leukaemia","GP referral",127,127,0,0,"Route to Diagnosis"
"72",Jan 2019,"Lymphoid leukaemia","Other",52,52,0,0,"Route to Diagnosis"
"73",Jan 2019,"Lymphoid leukaemia","TWW",82,82,0,0,"Route to Diagnosis"
"74",Jan 2019,"Melanoma","Emergency presentation",31,31,0,0,"Route to Diagnosis"
"75",Jan 2019,"Melanoma","GP referral",397,397,0,0,"Route to Diagnosis"
"76",Jan 2019,"Melanoma","Other",89,89,0,0,"Route to Diagnosis"
"77",Jan 2019,"Melanoma","TWW",535,535,0,0,"Route to Diagnosis"
"78",Jan 2019,"Multiple myeloma","Emergency presentation",106,106,0,0,"Route to Diagnosis"
"79",Jan 2019,"Multiple myeloma","GP referral",104,104,0,0,"Route to Diagnosis"
"80",Jan 2019,"Multiple myeloma","Other",72,72,0,0,"Route to Diagnosis"
"81",Jan 2019,"Multiple myeloma","TWW",136,136,0,0,"Route to Diagnosis"
"82",Jan 2019,"Myeloid leukaemia","Emergency presentation",135,135,0,0,"Route to Diagnosis"
"83",Jan 2019,"Myeloid leukaemia","GP referral",68,68,0,0,"Route to Diagnosis"
"84",Jan 2019,"Myeloid leukaemia","Other",49,49,0,0,"Route to Diagnosis"
"85",Jan 2019,"Myeloid leukaemia","TWW",19,19,0,0,"Route to Diagnosis"
"86",Jan 2019,"Nasal cavity, sinuses and larynx","Emergency presentation",14,14,0,0,"Route to Diagnosis"
"87",Jan 2019,"Nasal cavity, sinuses and larynx","GP referral",59,59,0,0,"Route to Diagnosis"
"88",Jan 2019,"Nasal cavity, sinuses and larynx","Other",23,23,0,0,"Route to Diagnosis"
"89",Jan 2019,"Nasal cavity, sinuses and larynx","TWW",83,83,0,0,"Route to Diagnosis"
"90",Jan 2019,"Non-Hodgkin lymphoma","Emergency presentation",204,204,0,0,"Route to Diagnosis"
"91",Jan 2019,"Non-Hodgkin lymphoma","GP referral",198,198,0,0,"Route to Diagnosis"
"92",Jan 2019,"Non-Hodgkin lymphoma","Other",118,118,0,0,"Route to Diagnosis"
"93",Jan 2019,"Non-Hodgkin lymphoma","TWW",273,273,0,0,"Route to Diagnosis"
"94",Jan 2019,"Oesophageal","Emergency presentation",159,159,0,0,"Route to Diagnosis"
"95",Jan 2019,"Oesophageal","GP referral",118,118,0,0,"Route to Diagnosis"
"96",Jan 2019,"Oesophageal","Other",119,119,0,0,"Route to Diagnosis"
"97",Jan 2019,"Oesophageal","TWW",379,379,0,0,"Route to Diagnosis"
"98",Jan 2019,"Oesophago-gastric","Emergency presentation",280,280,0,0,"Route to Diagnosis"
"99",Jan 2019,"Oesophago-gastric","GP referral",193,193,0,0,"Route to Diagnosis"
"100",Jan 2019,"Oesophago-gastric","Other",167,167,0,0,"Route to Diagnosis"
"101",Jan 2019,"Oesophago-gastric","TWW",500,500,0,0,"Route to Diagnosis"
"102",Jan 2019,"Ovarian","Emergency presentation",136,136,0,0,"Route to Diagnosis"
"103",Jan 2019,"Ovarian","GP referral",101,101,0,0,"Route to Diagnosis"
"104",Jan 2019,"Ovarian","Other",71,71,0,0,"Route to Diagnosis"
"105",Jan 2019,"Ovarian","TWW",163,163,0,0,"Route to Diagnosis"
"106",Jan 2019,"Pancreatic","Emergency presentation",303,303,0,0,"Route to Diagnosis"
"107",Jan 2019,"Pancreatic","GP referral",121,121,0,0,"Route to Diagnosis"
"108",Jan 2019,"Pancreatic","Other",96,96,0,0,"Route to Diagnosis"
"109",Jan 2019,"Pancreatic","TWW",183,183,0,0,"Route to Diagnosis"
"110",Jan 2019,"Prostate","Emergency presentation",250,250,0,0,"Route to Diagnosis"
"111",Jan 2019,"Prostate","GP referral",925,925,0,0,"Route to Diagnosis"
"112",Jan 2019,"Prostate","Other",310,310,0,0,"Route to Diagnosis"
"113",Jan 2019,"Prostate","TWW",2453,2453,0,0,"Route to Diagnosis"
"114",Jan 2019,"Stomach","Emergency presentation",121,121,0,0,"Route to Diagnosis"
"115",Jan 2019,"Stomach","GP referral",75,75,0,0,"Route to Diagnosis"
"116",Jan 2019,"Stomach","Other",48,48,0,0,"Route to Diagnosis"
"117",Jan 2019,"Stomach","TWW",121,121,0,0,"Route to Diagnosis"
"118",Jan 2019,"Testicular","Emergency presentation",26,26,0,0,"Route to Diagnosis"
"119",Jan 2019,"Testicular","GP referral",29,29,0,0,"Route to Diagnosis"
"120",Jan 2019,"Testicular","Other",26,26,0,0,"Route to Diagnosis"
"121",Jan 2019,"Testicular","TWW",85,85,0,0,"Route to Diagnosis"
"122",Jan 2019,"Unknown","Emergency presentation",198,198,0,0,"Route to Diagnosis"
"123",Jan 2019,"Unknown","GP referral",105,105,0,0,"Route to Diagnosis"
"124",Jan 2019,"Unknown","Other",73,73,0,0,"Route to Diagnosis"
"125",Jan 2019,"Unknown","TWW",86,86,0,0,"Route to Diagnosis"
"126",Jan 2019,"Upper GI excl OG","Emergency presentation",625,625,0,0,"Route to Diagnosis"
"127",Jan 2019,"Upper GI excl OG","GP referral",266,266,0,0,"Route to Diagnosis"
"128",Jan 2019,"Upper GI excl OG","Other",254,254,0,0,"Route to Diagnosis"
"129",Jan 2019,"Upper GI excl OG","TWW",333,333,0,0,"Route to Diagnosis"
"130",Jan 2019,"Urological excl prostate","Emergency presentation",367,367,0,0,"Route to Diagnosis"
"131",Jan 2019,"Urological excl prostate","GP referral",615,615,0,0,"Route to Diagnosis"
"132",Jan 2019,"Urological excl prostate","Other",290,290,0,0,"Route to Diagnosis"
"133",Jan 2019,"Urological excl prostate","TWW",696,696,0,0,"Route to Diagnosis"
"134",Jan 2019,"Uterine","Emergency presentation",69,69,0,0,"Route to Diagnosis"
"135",Jan 2019,"Uterine","GP referral",130,130,0,0,"Route to Diagnosis"
"136",Jan 2019,"Uterine","Other",62,62,0,0,"Route to Diagnosis"
"137",Jan 2019,"Uterine","TWW",402,402,0,0,"Route to Diagnosis"
"138",Feb 2019,"All sites combined","Emergency presentation",4233,4233,0,0,"Route to Diagnosis"
"139",Feb 2019,"All sites combined","GP referral",4810,4810,0,0,"Route to Diagnosis"
"140",Feb 2019,"All sites combined","Other",2730,2730,0,0,"Route to Diagnosis"
"141",Feb 2019,"All sites combined","Screening",1307,1307,0,0,"Route to Diagnosis"
"142",Feb 2019,"All sites combined","TWW",9678,9678,0,0,"Route to Diagnosis"
"143",Feb 2019,"Bladder","Emergency presentation",126,126,0,0,"Route to Diagnosis"
"144",Feb 2019,"Bladder","GP referral",211,211,0,0,"Route to Diagnosis"
"145",Feb 2019,"Bladder","Other",61,61,0,0,"Route to Diagnosis"
"146",Feb 2019,"Bladder","TWW",329,329,0,0,"Route to Diagnosis"
"147",Feb 2019,"Bone and soft tissue","Emergency presentation",22,22,0,0,"Route to Diagnosis"
"148",Feb 2019,"Bone and soft tissue","GP referral",67,67,0,0,"Route to Diagnosis"
"149",Feb 2019,"Bone and soft tissue","Other",51,51,0,0,"Route to Diagnosis"
"150",Feb 2019,"Bone and soft tissue","TWW",72,72,0,0,"Route to Diagnosis"
"151",Feb 2019,"Brain and CNS","Emergency presentation",183,183,0,0,"Route to Diagnosis"
"152",Feb 2019,"Brain and CNS","GP referral",81,81,0,0,"Route to Diagnosis"
"153",Feb 2019,"Brain and CNS","Other",138,138,0,0,"Route to Diagnosis"
"154",Feb 2019,"Brain and CNS","TWW",8,8,0,0,"Route to Diagnosis"
"155",Feb 2019,"Breast","Emergency presentation",126,126,0,0,"Route to Diagnosis"
"156",Feb 2019,"Breast","GP referral",210,210,0,0,"Route to Diagnosis"
"157",Feb 2019,"Breast","Other",150,150,0,0,"Route to Diagnosis"
"158",Feb 2019,"Breast","Screening",989,989,0,0,"Route to Diagnosis"
"159",Feb 2019,"Breast","TWW",1784,1784,0,0,"Route to Diagnosis"
"160",Feb 2019,"Cervical","Emergency presentation",25,25,0,0,"Route to Diagnosis"
"161",Feb 2019,"Cervical","GP referral",29,29,0,0,"Route to Diagnosis"
"162",Feb 2019,"Cervical","Other",16,16,0,0,"Route to Diagnosis"
"163",Feb 2019,"Cervical","Screening",64,64,0,0,"Route to Diagnosis"
"164",Feb 2019,"Cervical","TWW",43,43,0,0,"Route to Diagnosis"
"165",Feb 2019,"Colorectal","Emergency presentation",554,554,0,0,"Route to Diagnosis"
"166",Feb 2019,"Colorectal","GP referral",538,538,0,0,"Route to Diagnosis"
"167",Feb 2019,"Colorectal","Other",303,303,0,0,"Route to Diagnosis"
"168",Feb 2019,"Colorectal","Screening",254,254,0,0,"Route to Diagnosis"
"169",Feb 2019,"Colorectal","TWW",1076,1076,0,0,"Route to Diagnosis"
"170",Feb 2019,"Endocrine","Emergency presentation",32,32,0,0,"Route to Diagnosis"
"171",Feb 2019,"Endocrine","GP referral",100,100,0,0,"Route to Diagnosis"
"172",Feb 2019,"Endocrine","Other",36,36,0,0,"Route to Diagnosis"
"173",Feb 2019,"Endocrine","TWW",60,60,0,0,"Route to Diagnosis"
"174",Feb 2019,"Gynaecological","Emergency presentation",210,210,0,0,"Route to Diagnosis"
"175",Feb 2019,"Gynaecological","GP referral",299,299,0,0,"Route to Diagnosis"
"176",Feb 2019,"Gynaecological","Other",128,128,0,0,"Route to Diagnosis"
"177",Feb 2019,"Gynaecological","Screening",64,64,0,0,"Route to Diagnosis"
"178",Feb 2019,"Gynaecological","TWW",648,648,0,0,"Route to Diagnosis"
"179",Feb 2019,"Haematological","Emergency presentation",528,528,0,0,"Route to Diagnosis"
"180",Feb 2019,"Haematological","GP referral",520,520,0,0,"Route to Diagnosis"
"181",Feb 2019,"Haematological","Other",276,276,0,0,"Route to Diagnosis"
"182",Feb 2019,"Haematological","TWW",557,557,0,0,"Route to Diagnosis"
"183",Feb 2019,"Head and Neck","Emergency presentation",64,64,0,0,"Route to Diagnosis"
"184",Feb 2019,"Head and Neck","GP referral",175,175,0,0,"Route to Diagnosis"
"185",Feb 2019,"Head and Neck","Other",109,109,0,0,"Route to Diagnosis"
"186",Feb 2019,"Head and Neck","TWW",390,390,0,0,"Route to Diagnosis"
"187",Feb 2019,"Hodgkin lymphoma","Emergency presentation",27,27,0,0,"Route to Diagnosis"
"188",Feb 2019,"Hodgkin lymphoma","GP referral",30,30,0,0,"Route to Diagnosis"
"189",Feb 2019,"Hodgkin lymphoma","Other",21,21,0,0,"Route to Diagnosis"
"190",Feb 2019,"Hodgkin lymphoma","TWW",70,70,0,0,"Route to Diagnosis"
"191",Feb 2019,"Kidney","Emergency presentation",160,160,0,0,"Route to Diagnosis"
"192",Feb 2019,"Kidney","GP referral",210,210,0,0,"Route to Diagnosis"
"193",Feb 2019,"Kidney","Other",123,123,0,0,"Route to Diagnosis"
"194",Feb 2019,"Kidney","TWW",238,238,0,0,"Route to Diagnosis"
"195",Feb 2019,"Lip, oral cavity and pharynx","Emergency presentation",41,41,0,0,"Route to Diagnosis"
"196",Feb 2019,"Lip, oral cavity and pharynx","GP referral",120,120,0,0,"Route to Diagnosis"
"197",Feb 2019,"Lip, oral cavity and pharynx","Other",97,97,0,0,"Route to Diagnosis"
"198",Feb 2019,"Lip, oral cavity and pharynx","TWW",322,322,0,0,"Route to Diagnosis"
"199",Feb 2019,"Liver","Emergency presentation",164,164,0,0,"Route to Diagnosis"
"200",Feb 2019,"Liver","GP referral",104,104,0,0,"Route to Diagnosis"
"201",Feb 2019,"Liver","Other",63,63,0,0,"Route to Diagnosis"
"202",Feb 2019,"Liver","TWW",75,75,0,0,"Route to Diagnosis"
"203",Feb 2019,"Lung","Emergency presentation",1024,1024,0,0,"Route to Diagnosis"
"204",Feb 2019,"Lung","GP referral",642,642,0,0,"Route to Diagnosis"
"205",Feb 2019,"Lung","Other",541,541,0,0,"Route to Diagnosis"
"206",Feb 2019,"Lung","TWW",800,800,0,0,"Route to Diagnosis"
"207",Feb 2019,"Lymphoid leukaemia","Emergency presentation",59,59,0,0,"Route to Diagnosis"
"208",Feb 2019,"Lymphoid leukaemia","GP referral",114,114,0,0,"Route to Diagnosis"
"209",Feb 2019,"Lymphoid leukaemia","Other",38,38,0,0,"Route to Diagnosis"
"210",Feb 2019,"Lymphoid leukaemia","TWW",80,80,0,0,"Route to Diagnosis"
"211",Feb 2019,"Melanoma","Emergency presentation",35,35,0,0,"Route to Diagnosis"
"212",Feb 2019,"Melanoma","GP referral",285,285,0,0,"Route to Diagnosis"
"213",Feb 2019,"Melanoma","Other",79,79,0,0,"Route to Diagnosis"
"214",Feb 2019,"Melanoma","TWW",536,536,0,0,"Route to Diagnosis"
"215",Feb 2019,"Multiple myeloma","Emergency presentation",114,114,0,0,"Route to Diagnosis"
"216",Feb 2019,"Multiple myeloma","GP referral",92,92,0,0,"Route to Diagnosis"
"217",Feb 2019,"Multiple myeloma","Other",36,36,0,0,"Route to Diagnosis"
"218",Feb 2019,"Multiple myeloma","TWW",103,103,0,0,"Route to Diagnosis"
"219",Feb 2019,"Myeloid leukaemia","Emergency presentation",114,114,0,0,"Route to Diagnosis"
"220",Feb 2019,"Myeloid leukaemia","GP referral",49,49,0,0,"Route to Diagnosis"
"221",Feb 2019,"Myeloid leukaemia","Other",41,41,0,0,"Route to Diagnosis"
"222",Feb 2019,"Myeloid leukaemia","TWW",25,25,0,0,"Route to Diagnosis"
"223",Feb 2019,"Nasal cavity, sinuses and larynx","Emergency presentation",23,23,0,0,"Route to Diagnosis"
"224",Feb 2019,"Nasal cavity, sinuses and larynx","GP referral",55,55,0,0,"Route to Diagnosis"
"225",Feb 2019,"Nasal cavity, sinuses and larynx","Other",12,12,0,0,"Route to Diagnosis"
"226",Feb 2019,"Nasal cavity, sinuses and larynx","TWW",68,68,0,0,"Route to Diagnosis"
"227",Feb 2019,"Non-Hodgkin lymphoma","Emergency presentation",184,184,0,0,"Route to Diagnosis"
"228",Feb 2019,"Non-Hodgkin lymphoma","GP referral",163,163,0,0,"Route to Diagnosis"
"229",Feb 2019,"Non-Hodgkin lymphoma","Other",96,96,0,0,"Route to Diagnosis"
"230",Feb 2019,"Non-Hodgkin lymphoma","TWW",254,254,0,0,"Route to Diagnosis"
"231",Feb 2019,"Oesophageal","Emergency presentation",103,103,0,0,"Route to Diagnosis"
"232",Feb 2019,"Oesophageal","GP referral",108,108,0,0,"Route to Diagnosis"
"233",Feb 2019,"Oesophageal","Other",87,87,0,0,"Route to Diagnosis"
"234",Feb 2019,"Oesophageal","TWW",295,295,0,0,"Route to Diagnosis"
"235",Feb 2019,"Oesophago-gastric","Emergency presentation",190,190,0,0,"Route to Diagnosis"
"236",Feb 2019,"Oesophago-gastric","GP referral",167,167,0,0,"Route to Diagnosis"
"237",Feb 2019,"Oesophago-gastric","Other",135,135,0,0,"Route to Diagnosis"
"238",Feb 2019,"Oesophago-gastric","TWW",398,398,0,0,"Route to Diagnosis"
"239",Feb 2019,"Ovarian","Emergency presentation",123,123,0,0,"Route to Diagnosis"
"240",Feb 2019,"Ovarian","GP referral",91,91,0,0,"Route to Diagnosis"
"241",Feb 2019,"Ovarian","Other",54,54,0,0,"Route to Diagnosis"
"242",Feb 2019,"Ovarian","TWW",153,153,0,0,"Route to Diagnosis"
"243",Feb 2019,"Pancreatic","Emergency presentation",279,279,0,0,"Route to Diagnosis"
"244",Feb 2019,"Pancreatic","GP referral",120,120,0,0,"Route to Diagnosis"
"245",Feb 2019,"Pancreatic","Other",70,70,0,0,"Route to Diagnosis"
"246",Feb 2019,"Pancreatic","TWW",151,151,0,0,"Route to Diagnosis"
"247",Feb 2019,"Prostate","Emergency presentation",221,221,0,0,"Route to Diagnosis"
"248",Feb 2019,"Prostate","GP referral",877,877,0,0,"Route to Diagnosis"
"249",Feb 2019,"Prostate","Other",316,316,0,0,"Route to Diagnosis"
"250",Feb 2019,"Prostate","TWW",2277,2277,0,0,"Route to Diagnosis"
"251",Feb 2019,"Stomach","Emergency presentation",87,87,0,0,"Route to Diagnosis"
"252",Feb 2019,"Stomach","GP referral",59,59,0,0,"Route to Diagnosis"
"253",Feb 2019,"Stomach","Other",48,48,0,0,"Route to Diagnosis"
"254",Feb 2019,"Stomach","TWW",103,103,0,0,"Route to Diagnosis"
"255",Feb 2019,"Testicular","Emergency presentation",17,17,0,0,"Route to Diagnosis"
"256",Feb 2019,"Testicular","GP referral",25,25,0,0,"Route to Diagnosis"
"257",Feb 2019,"Testicular","Other",27,27,0,0,"Route to Diagnosis"
"258",Feb 2019,"Testicular","TWW",99,99,0,0,"Route to Diagnosis"
"259",Feb 2019,"Unknown","Emergency presentation",157,157,0,0,"Route to Diagnosis"
"260",Feb 2019,"Unknown","GP referral",77,77,0,0,"Route to Diagnosis"
"261",Feb 2019,"Unknown","Other",62,62,0,0,"Route to Diagnosis"
"262",Feb 2019,"Unknown","TWW",86,86,0,0,"Route to Diagnosis"
"263",Feb 2019,"Upper GI excl OG","Emergency presentation",568,568,0,0,"Route to Diagnosis"
"264",Feb 2019,"Upper GI excl OG","GP referral",289,289,0,0,"Route to Diagnosis"
"265",Feb 2019,"Upper GI excl OG","Other",176,176,0,0,"Route to Diagnosis"
"266",Feb 2019,"Upper GI excl OG","TWW",282,282,0,0,"Route to Diagnosis"
"267",Feb 2019,"Urological excl prostate","Emergency presentation",319,319,0,0,"Route to Diagnosis"
"268",Feb 2019,"Urological excl prostate","GP referral",483,483,0,0,"Route to Diagnosis"
"269",Feb 2019,"Urological excl prostate","Other",230,230,0,0,"Route to Diagnosis"
"270",Feb 2019,"Urological excl prostate","TWW",704,704,0,0,"Route to Diagnosis"
"271",Feb 2019,"Uterine","Emergency presentation",57,57,0,0,"Route to Diagnosis"
"272",Feb 2019,"Uterine","GP referral",158,158,0,0,"Route to Diagnosis"
"273",Feb 2019,"Uterine","Other",52,52,0,0,"Route to Diagnosis"
"274",Feb 2019,"Uterine","TWW",405,405,0,0,"Route to Diagnosis"
"275",Mar 2019,"All sites combined","Emergency presentation",4494,4494,0,0,"Route to Diagnosis"
"276",Mar 2019,"All sites combined","GP referral",5137,5137,0,0,"Route to Diagnosis"
"277",Mar 2019,"All sites combined","Other",2975,2975,0,0,"Route to Diagnosis"
"278",Mar 2019,"All sites combined","Screening",1428,1428,0,0,"Route to Diagnosis"
"279",Mar 2019,"All sites combined","TWW",9966,9966,0,0,"Route to Diagnosis"
"280",Mar 2019,"Bladder","Emergency presentation",139,139,0,0,"Route to Diagnosis"
"281",Mar 2019,"Bladder","GP referral",270,270,0,0,"Route to Diagnosis"
"282",Mar 2019,"Bladder","Other",98,98,0,0,"Route to Diagnosis"
"283",Mar 2019,"Bladder","TWW",320,320,0,0,"Route to Diagnosis"
"284",Mar 2019,"Bone and soft tissue","Emergency presentation",23,23,0,0,"Route to Diagnosis"
"285",Mar 2019,"Bone and soft tissue","GP referral",77,77,0,0,"Route to Diagnosis"
"286",Mar 2019,"Bone and soft tissue","Other",54,54,0,0,"Route to Diagnosis"
"287",Mar 2019,"Bone and soft tissue","TWW",79,79,0,0,"Route to Diagnosis"
"288",Mar 2019,"Brain and CNS","Emergency presentation",148,148,0,0,"Route to Diagnosis"
"289",Mar 2019,"Brain and CNS","GP referral",76,76,0,0,"Route to Diagnosis"
"290",Mar 2019,"Brain and CNS","Other",123,123,0,0,"Route to Diagnosis"
"291",Mar 2019,"Brain and CNS","TWW",8,8,0,0,"Route to Diagnosis"
"292",Mar 2019,"Breast","Emergency presentation",123,123,0,0,"Route to Diagnosis"
"293",Mar 2019,"Breast","GP referral",211,211,0,0,"Route to Diagnosis"
"294",Mar 2019,"Breast","Other",136,136,0,0,"Route to Diagnosis"
"295",Mar 2019,"Breast","Screening",1076,1076,0,0,"Route to Diagnosis"
"296",Mar 2019,"Breast","TWW",1987,1987,0,0,"Route to Diagnosis"
"297",Mar 2019,"Cervical","Emergency presentation",31,31,0,0,"Route to Diagnosis"
"298",Mar 2019,"Cervical","GP referral",48,48,0,0,"Route to Diagnosis"
"299",Mar 2019,"Cervical","Other",29,29,0,0,"Route to Diagnosis"
"300",Mar 2019,"Cervical","Screening",70,70,0,0,"Route to Diagnosis"
"301",Mar 2019,"Cervical","TWW",44,44,0,0,"Route to Diagnosis"
"302",Mar 2019,"Colorectal","Emergency presentation",615,615,0,0,"Route to Diagnosis"
"303",Mar 2019,"Colorectal","GP referral",539,539,0,0,"Route to Diagnosis"
"304",Mar 2019,"Colorectal","Other",298,298,0,0,"Route to Diagnosis"
"305",Mar 2019,"Colorectal","Screening",282,282,0,0,"Route to Diagnosis"
"306",Mar 2019,"Colorectal","TWW",1119,1119,0,0,"Route to Diagnosis"
"307",Mar 2019,"Endocrine","Emergency presentation",27,27,0,0,"Route to Diagnosis"
"308",Mar 2019,"Endocrine","GP referral",110,110,0,0,"Route to Diagnosis"
"309",Mar 2019,"Endocrine","Other",34,34,0,0,"Route to Diagnosis"
"310",Mar 2019,"Endocrine","TWW",53,53,0,0,"Route to Diagnosis"
"311",Mar 2019,"Gynaecological","Emergency presentation",244,244,0,0,"Route to Diagnosis"
"312",Mar 2019,"Gynaecological","GP referral",304,304,0,0,"Route to Diagnosis"
"313",Mar 2019,"Gynaecological","Other",162,162,0,0,"Route to Diagnosis"
"314",Mar 2019,"Gynaecological","Screening",70,70,0,0,"Route to Diagnosis"
"315",Mar 2019,"Gynaecological","TWW",649,649,0,0,"Route to Diagnosis"
"316",Mar 2019,"Haematological","Emergency presentation",540,540,0,0,"Route to Diagnosis"
"317",Mar 2019,"Haematological","GP referral",637,637,0,0,"Route to Diagnosis"
"318",Mar 2019,"Haematological","Other",308,308,0,0,"Route to Diagnosis"
"319",Mar 2019,"Haematological","TWW",585,585,0,0,"Route to Diagnosis"
